Cluster-1	total=31	enrichmentScore=7.888470376061848	phaseStdDev=4.846752261410203	"rhabdomere,Vision,visual perception,Phototransduction - fly,phototransduction,deactivation of rhodopsin mediated signaling,inaD signaling complex,Sensory transductionAnnotation Cluster 1"	Enrichment Score: 7.888470376061848								
GOTERM_BP_DIRECT	GO:0008104~protein localization	4	0.681431005	0.420119117	1.86652775	5.200593355	"FBtr0071909, FBtr0073484, FBtr0334836, FBtr0331356"	463	56	10996	1.696390003	1	0.985803017
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0071909	inaD-RA	4.628145	0	23	FlyBase inaD-RA	Figure for inaD-RA							
FBtr0334836	ninaC-RD	1.840505	0.013115	23.7	FlyBase ninaC-RD	Figure for ninaC-RD							
FBtr0331356	trp-RB	1.2372	0.038189	10.8	FlyBase trp-RB	Figure for trp-RB							
FBtr0100670	norpA-RC	0.784421	0.005379	19.6	FlyBase norpA-RC	Figure for norpA-RC							
FBtr0070651	norpA-RA	1.235111	0.016774	14.1	FlyBase norpA-RA	Figure for norpA-RA							
FBtr0073484	dlg1-RF	1.72059	0.018529	21.9	FlyBase dlg1-RF	Figure for dlg1-RF							
FBtr0079869	IP3K1-RA	0.876896	0.048636	2.3	FlyBase IP3K1-RA	Figure for IP3K1-RA							
FBtr0334140	Pde1c-RG	0.732478	0.041225	1	FlyBase Pde1c-RG	Figure for Pde1c-RG							
FBtr0111274	CG17528-RC	0.558466	0.036727	20.1	FlyBase CG17528-RC	Figure for CG17528-RC							
FBtr0087047	inaC-RA	4.90405	0	1.1	FlyBase inaC-RA	Figure for inaC-RA							
FBtr0088471	trpl-RA	2.006272	0.005379	9.3	FlyBase trpl-RA	Figure for trpl-RA							
FBtr0087832	Galphaq-RD	1.085812	0.023884	1.1	FlyBase Galphaq-RD	Figure for Galphaq-RD							
													
Cluster-7	total=35	enrichmentScore=2.029138805467718	phaseStdDev=6.570207614472016	"locomotor rhythm,Circadian rhythm - fly,rhythmic behavior,Biological rhythms,circadian rhythm,entrainment of circadian clock,regulation of circadian sleep/wake cycle, sleep,behavioral response to cocaine,circadian regulation of heart rate,eclosion rhythm,PAS domain,PAS 1,PAS 2,PAS,negative regulation of transcription from RNA polymerase II promoter,perinuclear region of cytoplasm,transcription factor binding,protein heterodimerization activityAnnotation Cluster 7"	Enrichment Score: 2.029138805467718								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0045475~locomotor rhythm	12	2.044293015	6.32E-05	-3.5064312	5.909343156	"FBtr0074924, FBtr0073484, FBtr0083736, FBtr0308835, FBtr0079071, FBtr0333255, FBtr0088438, FBtr0309961, FBtr0086258, FBtr0342936, FBtr0333253, FBtr0076785, FBtr0330416, FBtr0077567, FBtr0070477"	463	64	10996	4.453023758	0.068853054	0.008916607
KEGG_PATHWAY	dme04711:Circadian rhythm - fly	6	1.022146508	7.31E-05	-8.151361818	4.029079298	"FBtr0333255, FBtr0300500, FBtr0342936, FBtr0074924, FBtr0333253, FBtr0076780, FBtr0076785, FBtr0346536, FBtr0079071, FBtr0077567, FBtr0070477"	164	9	2737	11.12601626	0.006195273	0.002960939
GOTERM_BP_DIRECT	GO:0007622~rhythmic behavior	6	1.022146508	1.25E-04	12.67659422	5.83458777	"FBtr0333255, FBtr0088438, FBtr0342936, FBtr0074924, FBtr0333253, FBtr0076785, FBtr0079071, FBtr0077567, FBtr0070477"	463	13	10996	10.96128925	0.131115461	0.013862349
UP_KEYWORDS	Biological rhythms	6	1.022146508	7.05E-04	-3.584893875	6.457080774	"FBtr0333255, FBtr0088438, FBtr0074924, FBtr0333253, FBtr0083736, FBtr0076785, FBtr0077567, FBtr0070477"	587	18	13921	7.905167518	0.142507761	0.01566656
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	10	1.703577513	0.001054299	-5.1791976	6.136400217	"FBtr0300500, FBtr0074924, FBtr0083736, FBtr0305965, FBtr0346536, FBtr0079071, FBtr0333255, FBtr0088438, FBtr0342936, FBtr0333253, FBtr0076780, FBtr0300817, FBtr0076785, FBtr0077567, FBtr0070477"	463	62	10996	3.830558071	0.695741033	0.070758741
GOTERM_BP_DIRECT	GO:0009649~entrainment of circadian clock	5	0.851788756	0.001163083	-6.103286125	5.133972749	"FBtr0333255, FBtr0070651, FBtr0100670, FBtr0333253, FBtr0083736, FBtr0076785, FBtr0077567, FBtr0070477"	463	12	10996	9.895608351	0.730913268	0.070758741
GOTERM_BP_DIRECT	"GO:0045187~regulation of circadian sleep/wake cycle, sleep"	5	0.851788756	0.004731775	-5.045022429	5.5312168	"FBtr0333255, FBtr0074924, FBtr0333253, FBtr0083736, FBtr0076785, FBtr0077567, FBtr0070477"	463	17	10996	6.985135307	0.99525237	0.190256988
GOTERM_BP_DIRECT	GO:0048148~behavioral response to cocaine	4	0.681431005	0.00512073	-1.23139425	6.608059543	"FBtr0088438, FBtr0074924, FBtr0076785, FBtr0070477"	463	9	10996	10.55531557	0.996945146	0.190256988
GOTERM_BP_DIRECT	GO:0003053~circadian regulation of heart rate	3	0.511073254	0.005137452	-5.3945332	4.486625585	"FBtr0333255, FBtr0074924, FBtr0333253, FBtr0076785, FBtr0077567"	463	3	10996	23.74946004	0.99700252	0.190256988
GOTERM_BP_DIRECT	GO:0008062~eclosion rhythm	4	0.681431005	0.009446905	-6.434379	4.709696103	"FBtr0333255, FBtr0074924, FBtr0333253, FBtr0076785, FBtr0077567, FBtr0070477"	463	11	10996	8.636167288	0.999977607	0.327984738
INTERPRO	IPR000014:PAS domain	4	0.681431005	0.039699721	-3.120311	4.96474996	"FBtr0074924, FBtr0076785, FBtr0073955, FBtr0070477"	534	16	10984	5.142322097	1	1
UP_SEQ_FEATURE	domain:PAS 1	3	0.511073254	0.051932984	-3.853861	5.541895627	"FBtr0074924, FBtr0076785, FBtr0070477"	171	7	3113	7.802005013	1	1
UP_SEQ_FEATURE	domain:PAS 2	3	0.511073254	0.051932984	-3.853861	5.541895627	"FBtr0074924, FBtr0076785, FBtr0070477"	171	7	3113	7.802005013	1	1
SMART	SM00091:PAS	3	0.511073254	0.121904361	-3.853861	5.541895627	"FBtr0074924, FBtr0076785, FBtr0070477"	246	13	5218	4.894934334	1	1
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	9	1.533219761	0.289467982	-2.705070091	6.561569166	"FBtr0333255, FBtr0071320, FBtr0074924, FBtr0100153, FBtr0073484, FBtr0333253, FBtr0333768, FBtr0307093, FBtr0076785, FBtr0077567, FBtr0070477"	463	149	10996	1.434531144	1	0.985803017
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	5	0.851788756	0.402047367	-5.200164	4.979182993	"FBtr0310059, FBtr0333255, FBtr0086992, FBtr0073484, FBtr0333253, FBtr0083736, FBtr0077567, FBtr0070477"	455	71	10026	1.551772171	1	0.981412639
GOTERM_MF_DIRECT	GO:0008134~transcription factor binding	5	0.851788756	0.566655868	10.75314914	4.887395697	"FBtr0333255, FBtr0100153, FBtr0333253, FBtr0333768, FBtr0076785, FBtr0077567, FBtr0070477"	425	87	9284	1.255442867	1	1
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	11	1.873935264	0.592931124	11.721021	6.471007905	"FBtr0074924, FBtr0074949, FBtr0079071, FBtr0083566, FBtr0081340, FBtr0333255, FBtr0342936, FBtr0333253, FBtr0079797, FBtr0088471, FBtr0076785, FBtr0077567, FBtr0331356, FBtr0070477"	425	227	9284	1.05855403	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0070477	per-RA	3.093835	0	12.4	FlyBase per-RA	Figure for per-RA							
FBtr0331356	trp-RB	1.2372	0.038189	10.8	FlyBase trp-RB	Figure for trp-RB							
FBtr0077567	tim-RB	2.264476	0.005379	14.2	FlyBase tim-RB	Figure for tim-RB							
FBtr0071320	lz-RA	0.243223	0.048636	21.7	FlyBase lz-RA	Figure for lz-RA							
FBtr0342936	vri-RE	0.605865	0.041225	12.1	FlyBase vri-RE	Figure for vri-RE							
FBtr0083736	cry-RA	4.887021	0	3.3	FlyBase cry-RA	Figure for cry-RA							
FBtr0100670	norpA-RC	0.784421	0.005379	19.6	FlyBase norpA-RC	Figure for norpA-RC							
FBtr0100153	h-RB	0.899353	0.03782	7.5	FlyBase h-RB	Figure for h-RB							
FBtr0074949	Gbeta76C-RA	3.344613	0	22.5	FlyBase Gbeta76C-RA	Figure for Gbeta76C-RA							
FBtr0305965	CG14661-RB	1.696927	0.014377	0.4	FlyBase CG14661-RB	Figure for CG14661-RB							
FBtr0086258	qsm-RA	0.349013	0.039373	21.7	FlyBase qsm-RA	Figure for qsm-RA							
FBtr0073955	eag-RA	1.561187	0.024683	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0308835	Ih-RK	1.194678	0.03296	1.6	FlyBase Ih-RK	Figure for Ih-RK							
FBtr0310059	mbl-RO	3.205839	NOTEST	0.3	FlyBase mbl-RO	Figure for mbl-RO							
FBtr0081340	Taf13-RA	1.299833	0.016774	1.1	FlyBase Taf13-RA	Figure for Taf13-RA							
FBtr0073484	dlg1-RF	1.72059	0.018529	21.9	FlyBase dlg1-RF	Figure for dlg1-RF							
FBtr0300817	CG31189-RB	3.320129	0.005379	1.6	FlyBase CG31189-RB	Figure for CG31189-RB							
FBtr0079071	vri-RA	2.465159	0.005379	14	FlyBase vri-RA	Figure for vri-RA							
FBtr0076785	Clk-RA	2.798951	0.008018	0.9	FlyBase Clk-RA	Figure for Clk-RA							
FBtr0083566	14-3-3epsilon-RB	0.960632	0.048262	4.7	FlyBase 14-3-3epsilon-RB	Figure for 14-3-3epsilon-RB							
FBtr0076780	Pdp1-RD	2.024671	0.017597	14.5	FlyBase Pdp1-RD	Figure for Pdp1-RD							
FBtr0074924	cyc-RA	1.608095	0.022309	23.2	FlyBase cyc-RA	Figure for cyc-RA							
FBtr0088471	trpl-RA	2.006272	0.005379	9.3	FlyBase trpl-RA	Figure for trpl-RA							
FBtr0330416	dysc-RF	0.566078	0.035493	21.5	FlyBase dysc-RF	Figure for dysc-RF							
FBtr0333253	tim-RM	4.829632	0	15.2	FlyBase tim-RM	Figure for tim-RM							
FBtr0333255	tim-RO	3.080302	0	15.6	FlyBase tim-RO	Figure for tim-RO							
FBtr0088438	Pka-R2-RB	1.160533	0.016774	6.6	FlyBase Pka-R2-RB	Figure for Pka-R2-RB							
FBtr0309961	Adar-RI	1.147397	0.041578	3.3	FlyBase Adar-RI	Figure for Adar-RI							
FBtr0346536	Pdp1-RP	1.071997	0.008018	13	FlyBase Pdp1-RP	Figure for Pdp1-RP							
FBtr0070651	norpA-RA	1.235111	0.016774	14.1	FlyBase norpA-RA	Figure for norpA-RA							
FBtr0086992	mbl-RB	1.373162	0.031588	19.6	FlyBase mbl-RB	Figure for mbl-RB							
FBtr0300500	Pdp1-RJ	2.828941	0	15.3	FlyBase Pdp1-RJ	Figure for Pdp1-RJ							
FBtr0079797	Ggamma30A-RC	3.07207	0	8.2	FlyBase Ggamma30A-RC	Figure for Ggamma30A-RC							
FBtr0307093	salr-RC	0.92951	0.039622	20.2	FlyBase salr-RC	Figure for salr-RC							
FBtr0333768	Smr-RG	0.645032	0.041225	9.6	FlyBase Smr-RG	Figure for Smr-RG							
													
Cluster-8	total=12	enrichmentScore=1.874512745256776	phaseStdDev=2.999617808581938	"Flavoprotein,FAD,Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,flavin adenine dinucleotide bindingAnnotation Cluster 8"	Enrichment Score: 1.874512745256776								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Flavoprotein	10	1.703577513	0.002321047	-0.6498014	3.114504258	"FBtr0081890, FBtr0112900, FBtr0086148, FBtr0079250, FBtr0083736, FBtr0331810, FBtr0072150, FBtr0088176, FBtr0077830, FBtr0073217"	587	69	13921	3.437029356	0.397445056	0.038284685
UP_KEYWORDS	FAD	8	1.36286201	0.012633741	-1.53525025	2.165981987	"FBtr0086148, FBtr0079250, FBtr0083736, FBtr0331810, FBtr0072150, FBtr0088176, FBtr0077830, FBtr0073217"	587	60	13921	3.162067007	0.937444504	0.126337413
INTERPRO	"IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain"	8	1.36286201	0.019682445	-1.31727325	3.256009196	"FBtr0081155, FBtr0112900, FBtr0086148, FBtr0331810, FBtr0072150, FBtr0088176, FBtr0077830, FBtr0345074"	534	57	10984	2.886917669	0.999999992	1
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	7	1.192504259	0.055036906	-1.766619143	2.373500448	"FBtr0086148, FBtr0079250, FBtr0083736, FBtr0331810, FBtr0072150, FBtr0077830, FBtr0345074"	425	60	9284	2.54854902	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0081890	Dhod-RA	0.776192	0.042671	23.1	FlyBase Dhod-RA	Figure for Dhod-RA							
FBtr0086148	Fmo-2-RA	1.69632	0.023884	23	FlyBase Fmo-2-RA	Figure for Fmo-2-RA							
FBtr0112900	Gpo1-RD	1.332763	0.024683	6.6	FlyBase Gpo1-RD	Figure for Gpo1-RD							
FBtr0079250	Cpr-RA	0.969042	0.018529	21.5	FlyBase Cpr-RA	Figure for Cpr-RA							
FBtr0077830	AIF-RA	0.590188	0.040404	19.1	FlyBase AIF-RA	Figure for AIF-RA							
FBtr0083736	cry-RA	4.887021	0	3.3	FlyBase cry-RA	Figure for cry-RA							
FBtr0088176	dare-RA	2.295044	0.005379	23.1	FlyBase dare-RA	Figure for dare-RA							
FBtr0081155	CG10561-RA	1.10104	0.042001	20.9	FlyBase CG10561-RA	Figure for CG10561-RA							
FBtr0072150	Fmo-1-RA	2.452105	0.011589	21.7	FlyBase Fmo-1-RA	Figure for Fmo-1-RA							
FBtr0073217	Ero1L-RB	1.174727	0.03296	21.7	FlyBase Ero1L-RB	Figure for Ero1L-RB							
FBtr0345074	CG9674-RI	1.504504	0.023884	20.7	FlyBase CG9674-RI	Figure for CG9674-RI							
FBtr0331810	CG7430-RB	0.752363	0.040178	22.4	FlyBase CG7430-RB	Figure for CG7430-RB							
													
Cluster-9	total=27	enrichmentScore=1.7086374056199334	phaseStdDev=3.9942742858058806	"Glycolysis,glycolytic process,Biosynthesis of amino acids,Biosynthesis of antibiotics,Glycolysis / Gluconeogenesis,Carbon metabolism,somatic muscle development,myoblast fusionAnnotation Cluster 9"	Enrichment Score: 1.7086374056199334								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Glycolysis	6	1.022146508	0.001189659	5.086699	2.514433611	"FBtr0084213, FBtr0084214, FBtr0332618, FBtr0088422, FBtr0088681, FBtr0100479, FBtr0302115"	587	20	13921	7.114650767	0.228562767	0.023793172
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	6	1.022146508	0.004805167	5.086699	2.514433611	"FBtr0084213, FBtr0084214, FBtr0332618, FBtr0088422, FBtr0088681, FBtr0100479, FBtr0302115"	463	27	10996	5.277657787	0.995631314	0.190256988
KEGG_PATHWAY	dme01230:Biosynthesis of amino acids	10	1.703577513	0.011064683	3.820382364	3.279893322	"FBtr0084213, FBtr0084214, FBtr0081882, FBtr0070907, FBtr0332618, FBtr0088422, FBtr0072141, FBtr0339497, FBtr0100479, FBtr0345074, FBtr0302115"	164	63	2737	2.649051491	0.611607919	0.179247868
KEGG_PATHWAY	dme01130:Biosynthesis of antibiotics	19	3.236797274	0.018522541	2.81051115	3.735405074	"FBtr0332618, FBtr0302409, FBtr0072141, FBtr0339497, FBtr0081822, FBtr0085715, FBtr0100479, FBtr0302115, FBtr0300598, FBtr0084213, FBtr0084214, FBtr0081882, FBtr0070907, FBtr0088422, FBtr0331810, FBtr0087891, FBtr0088681, FBtr0070953, FBtr0345074, FBtr0073833"	164	180	2737	1.761619241	0.795907028	0.2500543
KEGG_PATHWAY	dme00010:Glycolysis / Gluconeogenesis	8	1.36286201	0.035461134	3.650549	3.485266508	"FBtr0084213, FBtr0084214, FBtr0332618, FBtr0088422, FBtr0331810, FBtr0081822, FBtr0088681, FBtr0100479, FBtr0302115"	164	53	2737	2.519098021	0.953529511	0.35904398
KEGG_PATHWAY	dme01200:Carbon metabolism	12	2.044293015	0.059769254	2.930465429	3.825542858	"FBtr0332618, FBtr0072141, FBtr0089497, FBtr0100479, FBtr0302115, FBtr0084213, FBtr0084214, FBtr0081882, FBtr0070907, FBtr0088422, FBtr0331810, FBtr0070953, FBtr0088681, FBtr0335205"	164	110	2737	1.820620843	0.994692034	0.537923288
GOTERM_BP_DIRECT	GO:0007525~somatic muscle development	5	0.851788756	0.068213968	2.909474857	4.21848599	"FBtr0310059, FBtr0084213, FBtr0084214, FBtr0086992, FBtr0088422, FBtr0100479, FBtr0344633"	463	37	10996	3.209386492	1	0.985803017
GOTERM_BP_DIRECT	GO:0007520~myoblast fusion	5	0.851788756	0.12648138	3.1916145	3.552907055	"FBtr0084213, FBtr0084214, FBtr0088422, FBtr0078015, FBtr0332800, FBtr0100479"	463	46	10996	2.581463048	1	0.985803017
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0339497	CG1461-RB	2.918464	0	3	FlyBase CG1461-RB	Figure for CG1461-RB							
FBtr0081822	CG2767-RA	1.441642	0.005379	22.8	FlyBase CG2767-RA	Figure for CG2767-RA							
FBtr0332800	Rac2-RB	1.881363	0.013115	5.4	FlyBase Rac2-RB	Figure for Rac2-RB							
FBtr0089497	Gdh-RF	2.130943	0.008018	22.5	FlyBase Gdh-RF	Figure for Gdh-RF							
FBtr0072141	Taldo-RA	1.454882	0.029055	5.6	FlyBase Taldo-RA	Figure for Taldo-RA							
FBtr0084214	PyK-RA	1.827	0.005379	23.2	FlyBase PyK-RA	Figure for PyK-RA							
FBtr0088681	Pgi-RC	2.470846	0.005379	6.9	FlyBase Pgi-RC	Figure for Pgi-RC							
FBtr0084213	PyK-RB	1.27281	0.026614	6.3	FlyBase PyK-RB	Figure for PyK-RB							
FBtr0070907	kdn-RA	3.517571	0	1.1	FlyBase kdn-RA	Figure for kdn-RA							
FBtr0088422	Pfk-RB	2.59464	0.008018	5.2	FlyBase Pfk-RB	Figure for Pfk-RB							
FBtr0073833	AMPdeam-RC	1.664105	0.011589	22.6	FlyBase AMPdeam-RC	Figure for AMPdeam-RC							
FBtr0332618	Gapdh2-RC	2.340608	0.005379	7.2	FlyBase Gapdh2-RC	Figure for Gapdh2-RC							
FBtr0085715	CG15547-RA	1.410761	0.028494	6.9	FlyBase CG15547-RA	Figure for CG15547-RA							
FBtr0087891	Ak6-RA	1.371965	0.02585	22.9	FlyBase Ak6-RA	Figure for Ak6-RA							
FBtr0300598	ATPCL-RF	1.340352	0.028494	6.1	FlyBase ATPCL-RF	Figure for ATPCL-RF							
FBtr0310059	mbl-RO	3.205839	NOTEST	0.3	FlyBase mbl-RO	Figure for mbl-RO							
FBtr0078015	dock-RC	0.601219	0.040967	21.3	FlyBase dock-RC	Figure for dock-RC							
FBtr0100479	Gapdh1-RB	1.32592	0.031037	5.8	FlyBase Gapdh1-RB	Figure for Gapdh1-RB							
FBtr0344633	sr-RE	2.454506	0.016774	8	FlyBase sr-RE	Figure for sr-RE							
FBtr0302409	CG17691-RE	1.233034	0.034063	3	FlyBase CG17691-RE	Figure for CG17691-RE							
FBtr0331810	CG7430-RB	0.752363	0.040178	22.4	FlyBase CG7430-RB	Figure for CG7430-RB							
FBtr0081882	CG8036-RC	0.966119	0.03836	6.9	FlyBase CG8036-RC	Figure for CG8036-RC							
FBtr0070953	l(1)G0255-RA	1.803569	0	20.6	FlyBase l(1)G0255-RA	Figure for l(1)G0255-RA							
FBtr0086992	mbl-RB	1.373162	0.031588	19.6	FlyBase mbl-RB	Figure for mbl-RB							
FBtr0302115	Eno-RF	1.490995	0.025327	5.1	FlyBase Eno-RF	Figure for Eno-RF							
FBtr0345074	CG9674-RI	1.504504	0.023884	20.7	FlyBase CG9674-RI	Figure for CG9674-RI							
FBtr0335205	Gdh-RD	2.14675	0.011589	22.3	FlyBase Gdh-RD	Figure for Gdh-RD							
													
Cluster-10	total=11	enrichmentScore=1.6334204734931397	phaseStdDev=6.397549401738641	"phospholipid biosynthetic process,Glycerophospholipid metabolism,Ether lipid metabolismAnnotation Cluster 10"	Enrichment Score: 1.6334204734931397								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0008654~phospholipid biosynthetic process	5	0.851788756	0.003740986	14.55543717	5.012962032	"FBtr0070651, FBtr0100670, FBtr0335011, FBtr0110850, FBtr0079496, FBtr0081249"	463	16	10996	7.421706263	0.985414758	0.180705886
KEGG_PATHWAY	dme00564:Glycerophospholipid metabolism	9	1.533219761	0.021874013	1.334105111	5.939693814	"FBtr0112900, FBtr0078508, FBtr0335011, FBtr0110850, FBtr0079496, FBtr0081249, FBtr0302661, FBtr0076688, FBtr0072742"	164	59	2737	2.545783382	0.847398854	0.253113576
KEGG_PATHWAY	dme00565:Ether lipid metabolism	4	0.681431005	0.153753157	-0.252463	7.218494211	"FBtr0078508, FBtr0110850, FBtr0079496, FBtr0081249"	164	23	2737	2.902439024	0.999999313	0.889571839
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0110850	LPCAT-RB	0.338262	0.011589	10.7	FlyBase LPCAT-RB	Figure for LPCAT-RB							
FBtr0100670	norpA-RC	0.784421	0.005379	19.6	FlyBase norpA-RC	Figure for norpA-RC							
FBtr0076688	CdsA-RA	3.121981	0.008018	22.3	FlyBase CdsA-RA	Figure for CdsA-RA							
FBtr0112900	Gpo1-RD	1.332763	0.024683	6.6	FlyBase Gpo1-RD	Figure for Gpo1-RD							
FBtr0335011	mino-RE	0.825925	0.037522	6.7	FlyBase mino-RE	Figure for mino-RE							
FBtr0072742	Pcyt2-RA	2.932061	0.008018	4.7	FlyBase Pcyt2-RA	Figure for Pcyt2-RA							
FBtr0070651	norpA-RA	1.235111	0.016774	14.1	FlyBase norpA-RA	Figure for norpA-RA							
FBtr0081249	CG33116-RA	0.733573	0.034063	14.6	FlyBase CG33116-RA	Figure for CG33116-RA							
FBtr0079496	CG7149-RA	2.984808	0	21.6	FlyBase CG7149-RA	Figure for CG7149-RA							
FBtr0302661	rdgA-RB	1.017723	0.039811	20.7	FlyBase rdgA-RB	Figure for rdgA-RB							
FBtr0078508	laza-RA	1.138799	0.037102	0.1	FlyBase laza-RA	Figure for laza-RA							
													
Cluster-11	total=6	enrichmentScore=1.4690979500576629	phaseStdDev=4.143533775195744	"RmlC-like jelly roll fold,Cyclic nucleotide-binding-like,cNMP,Cyclic nucleotide-binding, conserved site,Cyclic nucleotide-binding domainAnnotation Cluster 11"	Enrichment Score: 1.4690979500576629								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR014710:RmlC-like jelly roll fold	6	1.022146508	0.007440861	3.939457333	4.143533775	"FBtr0088438, FBtr0302639, FBtr0082131, FBtr0308835, FBtr0077247, FBtr0073955"	534	26	10984	4.746758859	0.999093232	1
INTERPRO	IPR018490:Cyclic nucleotide-binding-like	5	0.851788756	0.016983661	3.8706324	4.535881981	"FBtr0088438, FBtr0302639, FBtr0308835, FBtr0077247, FBtr0073955"	534	21	10984	4.897449617	0.999999895	1
SMART	SM00100:cNMP	4	0.681431005	0.049508044	1.98918125	2.831693757	"FBtr0088438, FBtr0302639, FBtr0308835, FBtr0073955"	246	18	5218	4.71364047	0.999947277	1
INTERPRO	"IPR018488:Cyclic nucleotide-binding, conserved site"	3	0.511073254	0.081698023	2.958795333	2.63262483	"FBtr0088438, FBtr0302639, FBtr0308835"	534	10	10984	6.170786517	1	1
INTERPRO	IPR000595:Cyclic nucleotide-binding domain	4	0.681431005	0.088301572	1.98918125	2.831693757	"FBtr0088438, FBtr0302639, FBtr0308835, FBtr0073955"	534	22	10984	3.739870616	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0073955	eag-RA	1.561187	0.024683	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0308835	Ih-RK	1.194678	0.03296	1.6	FlyBase Ih-RK	Figure for Ih-RK							
FBtr0088438	Pka-R2-RB	1.160533	0.016774	6.6	FlyBase Pka-R2-RB	Figure for Pka-R2-RB							
FBtr0302639	Pka-R1-RX	1.192264	0.022309	0.6	FlyBase Pka-R1-RX	Figure for Pka-R1-RX							
FBtr0082131	CG8417-RA	0.749929	0.048926	4.3	FlyBase CG8417-RA	Figure for CG8417-RA							
FBtr0077247	bves-RB	-0.470633	0.057192	11.4	FlyBase bves-RB	Figure for bves-RB							
													
Cluster-12	total=14	enrichmentScore=1.427559462106541	phaseStdDev=1.562070166206288	"mitochondrial respiratory chain complex I,NADH dehydrogenase activity,Ubiquinone,mitochondrial electron transport, NADH to ubiquinone,NADH dehydrogenase (ubiquinone) activity,Oxidative phosphorylationAnnotation Cluster 12"	Enrichment Score: 1.427559462106541								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_CC_DIRECT	GO:0005747~mitochondrial respiratory chain complex I	8	1.36286201	0.004309314	-0.69207825	1.155001019	"FBtr0073113, FBtr0073452, FBtr0083191, FBtr0113101, FBtr0334094, FBtr0083712, FBtr0340622, FBtr0343129"	455	46	10026	3.83220258	0.688398138	0.114981698
GOTERM_MF_DIRECT	GO:0003954~NADH dehydrogenase activity	6	1.022146508	0.014098497	-0.94994	0.82108552	"FBtr0073113, FBtr0083191, FBtr0113101, FBtr0334094, FBtr0340622, FBtr0343129"	425	32	9284	4.095882353	0.998390879	1
UP_KEYWORDS	Ubiquinone	6	1.022146508	0.05819083	-0.94994	0.82108552	"FBtr0073113, FBtr0083191, FBtr0113101, FBtr0334094, FBtr0340622, FBtr0343129"	587	50	13921	2.845860307	0.999997892	0.323282391
GOTERM_BP_DIRECT	"GO:0006120~mitochondrial electron transport, NADH to ubiquinone"	5	0.851788756	0.068213968	-0.8274896	0.847969997	"FBtr0083191, FBtr0113101, FBtr0334094, FBtr0340622, FBtr0343129"	463	37	10996	3.209386492	1	0.985803017
